hash,group,family,particion,dificultad,xz_ok,kissat_ref,k_resueltas,k_resultado,k_t_min,k_t_med,k_t_max,n_vars,n_clauses,gbd_family,track_main,original_filename
4f1576d4959e12250e87be157dd25aac,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
507ef3714023cc219051508152ac8385,cryptography,cryptography,dev,media,1,1,3,SAT,85.03457093400357,131.5808552410017,180.66884478498832,13409.000,478985.000,,,
511c31a42505f9c6c389faafd051f3fe,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
530c85a5e64ccb38f44a4ff73c46b07e,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,13408.000,478484.000,,,
53fbcb20ea8a4672d8a9fbe3eb641ba6,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
5546ba75beb2172688a87347234405ff,cryptography,cryptography,test,dura,1,1,0,,800.0,800.0,800.0,,,,,
556ccbb8c839397fa16f270eb902bf61,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,199968.000,810924.000,,,
55c79e8538f8889acf8f1901441d0779,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
57431bbb8b3dbd31a54f3bbe630dab2d,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,4448.000,138764.000,,,
575fb26a2a0a978595fcb433192ae40f,cryptography,cryptography,dev,dura,1,1,0,,800.0,800.0,800.0,1156.000,194072.000,,,
5a6988558882b13219eaef164b910c50,cryptography,cryptography,test,media,1,1,3,SAT,114.8263758289977,249.0921624320036,289.20993305099546,,,,,
5bfc79df8a6890db6beb8b6d9c3db028,cryptography,cryptography,dev,trivial,1,1,3,SAT,2.526780013009557,5.287252392998198,5.312531742994906,,,,,
5d5c0c05c8e7b3443aaa912528aa136f,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
5d6727fce664860a97745374e3293200,cryptography,cryptography,dev,inestable,1,1,1,SAT,382.0260204400111,800.0,800.0,,,,,
5e66b728b2445ec69f27e0f1a49f4b29,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
60e34dc00aa952de4354fb11ad6c9860,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
6459e59740fcabcf6cf65a0bdbb80474,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
64cde914155e5a8314fbc0251482007e,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
65610b4f985968aa4fdc119d325290ea,cryptography,cryptography,test,inestable,1,1,1,SAT,550.0401975249988,800.0,800.0,,,,,
667c91a7d9ad40a399d0448576b2c329,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
671ea3307f4d05a2b0116d5ca6c837dc,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
67e4e350f9df597fc344567f4a252d04,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
68cf19ff167bdd80c7ec00d609308417,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
6a7e2442211bec545e8929e02a8b6b22,cryptography,cryptography,test,trivial,1,1,3,SAT,0.0842143449990544,0.0859517200005939,0.0863386609998997,,,,,
6b10e4ddf39b316ffe87d148a4626ed4,cryptography,cryptography,dev,facil,1,1,3,SAT,17.61930138900061,51.49165014499158,63.76541229899158,,,,,
6cfbe40aef5061ce7ad323456fad2c06,cryptography,cryptography,dev,inestable,1,1,1,SAT,566.9051021699997,800.0,800.0,,,,,
6e3015f2ce1f17e4f2b81dae06d73eec,cryptography,cryptography,dev,dura,1,1,0,,800.0,800.0,800.0,,,,,
6e792d345b2ef27f082ac3eb7186aa56,cryptography,cryptography,dev,dura,1,1,0,,800.0,800.0,800.0,,,,,
6f442819f6086522c7e58ab49fb522db,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
716c8871d3e910d7d644983db94ef4da,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
72383aa59a94c147711058fe3dca1ceb,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
747af0c580bcd617c34790329f75b86d,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
753c9ef4667230d97f4c26307df9e817,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
77a4fb9d8a7947ee4a6c5d0ccf26c636,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
79c77abd149e08e9b2f51f668ba86eed,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
7ac024dfdade18de631f5fcbf00de9e2,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,7089.000,121197.000,,,
7cbd0ea9e55d23cbf9b89d119c571213,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,13409.000,478985.000,,,
80916cc0ee83c448ca7e1940a0e9e242,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
80d28ac25ef1ba24a3d20f2b1ac0e766,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
81814719f17eff94659312d242384cd2,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
842e012d4ef31f3c62f3c58ae04254b1,cryptography,cryptography,dev,media,1,1,3,SAT,139.75125988198852,150.7367408630089,154.86252797298948,,,,,
857c20349fb4b0c34ba3fe9c9e2762d0,cryptography,cryptography,test,dura,1,1,0,,800.0,800.0,800.0,1404.000,7572.000,,,
864d71fe8c05b7c80999c97550d76e8f,cryptography,cryptography,test,dura,1,1,0,,800.0,800.0,800.0,,,,,
86588441607cb5a2b7fcbdb50753239c,cryptography,cryptography,dev,dura,1,1,0,,800.0,800.0,800.0,,,,,
86bb0984620f619ffb88c7b002dfb541,cryptography,cryptography,test,dura,1,1,0,,800.0,800.0,800.0,,,,,
87d08b9b2233029ecb6060bde0e2d192,cryptography,cryptography,dev,dura,1,1,0,,800.0,800.0,800.0,,,,,
87da979b7363a9fdc7f88fa8103cc9aa,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
8a71b6a5e2d32f3ff3b08e91045e7875,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
8bc05816923b7e9e01d88c2fae53f5b0,cryptography,cryptography,dev,dura,1,1,0,,800.0,800.0,800.0,,,,,
8e3321b7ea3071613457497f1166f6e5,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
8f09e4ff82c040b6506f5f3df9f2d235,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
91429dba2f09b625c1715cfd7ba065b9,cryptography,cryptography,dev,trivial,1,1,3,SAT,0.6405818240018561,0.6487808219972067,1.1317888519988628,,,,,
9276ce38c625b2d00de247f8588f1542,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
937ec5362b95ce46f73ded8d5dbbd3ad,cryptography,cryptography,test,dura,1,1,0,,800.0,800.0,800.0,,,,,
9586cd6b322e00831ee5548436511fb1,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
964b08e46077d5e4138651ac19ff707e,cryptography,cryptography,test,facil,1,1,3,SAT,4.077805437002098,8.671874378007487,14.130257870987409,,,,,
993196979dccc14ecf0a10d8f02305be,cryptography,cryptography,dev,dura,1,1,0,,800.0,800.0,800.0,,,,,
9a4e05c9741963618893549d1a03f5d0,cryptography,cryptography,dev,media,1,1,3,SAT,276.020837456992,499.37497281000833,790.836677018,,,,,
9c5b0cccda51996a35cf9c57616b2fbb,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
9d58803352a8d9d7e9400412e0c6b8d3,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
9d5c62b763d68600804562ced442b033,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
9e421b7671701520ce1d90479a51b374,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
9eb044b760cce747a2e694f55dd42950,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
9ee9f18f9057c696a5a6f74e9970ff2e,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
9ef46b401df36e4110d09c4f60a13ad4,cryptography,cryptography,test,media,1,1,3,SAT,61.46925633499632,67.15790694300085,153.8419105810026,,,,,
a085449b0de14c330b1aa81db88830da,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
a4efbba2fd80c504dbeebcf96bff9752,cryptography,cryptography,test,dura,1,1,0,,800.0,800.0,800.0,,,,,
a6108ce30f9288e9d0c22bb072a1f6d4,cryptography,cryptography,dev,dura,1,1,0,,800.0,800.0,800.0,,,,,
a6e940f95d1dd14227bf121f6a35dd8d,cryptography,cryptography,dev,dura,1,1,0,,800.0,800.0,800.0,,,,,
a81fe8e3c5860c5b0de52e7458cdc04d,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
a87e18789493f69e6b092606ab05d0b3,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
a9134092aa25629caf3b7d7600b84e83,cryptography,cryptography,test,dura,1,1,0,,800.0,800.0,800.0,,,,,
a953b74ff8c8d6cc63fd17ebfbd39c7a,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
a9e23838767ee4cad6cf8a0dd6dda643,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
ad07687a32d88007a519820da419085b,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
ad1a3c12aeb696e4a4f6988430b8abe6,cryptography,cryptography,test,trivial,1,1,3,SAT,3.1079882379999617,3.926634813004057,4.79800962000445,,,,,
aedae96e0c8165005c51e44e232f548f,cryptography,cryptography,dev,media,1,1,3,SAT,13.4201444920036,156.78692450201197,420.7159621109895,3559.000,14654.000,,,
b11d7f9b26fb27225eb5e7089bd346c0,cryptography,cryptography,dev,dura,1,1,0,,800.0,800.0,800.0,,,,,
b330bb80d25571dd4fc6cf5137e133d3,cryptography,cryptography,test,dura,1,1,0,,800.0,800.0,800.0,,,,,
b41237541845d0fcc83866f3b81025f4,cryptography,cryptography,dev,dura,1,1,0,,800.0,800.0,800.0,900.000,133080.000,,,
b5d1d9800b30e09d81e83934046fae38,cryptography,cryptography,dev,inestable,1,1,1,SAT,156.82578403000662,800.0,800.0,,,,,
b759e541cce6fa03b061f56985845ee4,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
b79f4e762b59169dd24e815f58151aa2,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
b7d13b7f71e875221e0d4ccb9a48954e,cryptography,cryptography,test,dura,1,1,0,,800.0,800.0,800.0,,,,,
b7eff8e18bcc8d6a4688491ee81f3eb5,cryptography,cryptography,test,dura,1,1,0,,800.0,800.0,800.0,,,,,
b7fcf471bfeb3fd4659691faaf9de098,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,227573.000,752034.000,,,
b8a14a939eb373007308e61e44db9da5,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
b9e8b9a81de71e12018fb63da04183e4,cryptography,cryptography,test,dura,1,1,0,,800.0,800.0,800.0,,,,,
bc2e7477ffd668db449bad5155548186,cryptography,cryptography,dev,trivial,1,1,3,SAT,9.599701932995233,9.6111936160014,9.92870046600001,134781.000,648806.000,,,
bc6247d3bbeda28c1c71568297c6ea6a,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
be417818c4ddb778ccb930678a3b8e27,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
be788c19b500d6c18a395558504ca78d,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
bee00691dfe8e514cdb4aa86082339b6,cryptography,cryptography,dev,media,1,1,3,SAT,197.13541803900443,365.7532218030101,422.6512381249922,,,,,
bfd82798e759710ce0e95f958668d1e1,cryptography,cryptography,test,dura,1,1,0,,800.0,800.0,800.0,,,,,
c01feb6883815ed905fe48a55491620d,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
c1a0eb1c3c4030371ec74026f1476a49,cryptography,cryptography,dev,dura,1,1,0,,800.0,800.0,800.0,,,,,
c2885cf0f5bf276ae4b90e1b7cc6dc46,cryptography,cryptography,dev,trivial,1,1,3,SAT,6.212722787022358,7.012413123011356,7.894829035998555,,,,,
c3145593f27dff74d60bd837f95ad3aa,cryptography,cryptography,test,inestable,1,1,2,SAT,63.179906389006646,100.14313644598587,800.0,,,,,
c46cf18bdbfca9e64b038f995e3d1a94,cryptography,cryptography,test,trivial,1,1,3,SAT,0.1321213839983102,0.1329268789850175,0.1361712380021345,,,,,
c5a46b97916d90586c012e38672419e7,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
c5acbd27a083c911ab5c6540b638a2db,cryptography,cryptography,test,dura,1,1,0,,800.0,800.0,800.0,,,,,
c5f5d1e2ada41572a7a44ac9f72fe87a,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
c615d49f357813514966186ab834be28,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
c6b5706d1b1afbebf18a5067a8f98e1d,cryptography,cryptography,test,media,1,1,3,SAT,75.38781089900294,100.2557370159775,121.66469753999264,,,,,
c7521de7185e34acff45bb634335c82a,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
c7c11649a58fc7667a232e182fc91191,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
c8ca29b62a3969e7e488cda032c950d0,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,2316.000,31013.000,,,
c8da226b105aead63428f75bd6060670,cryptography,cryptography,test,media,1,1,3,SAT,67.96926466800505,101.33562391399757,350.3396441009827,1729.000,21718.000,,,
c8feaa9803b904cdee90694c654147f2,cryptography,cryptography,test,inestable,1,1,1,SAT,635.1282122730045,800.0,800.0,,,,,
ca0932db554b057ebd30142762a63d43,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
ca675aeca2450ad1e330bdadb41320de,cryptography,cryptography,dev,dura,1,1,0,,800.0,800.0,800.0,,,,,
cb4830f02309ce485b18d761675e32c0,cryptography,cryptography,dev,dura,1,1,0,,800.0,800.0,800.0,,,,,
cc67be7ae5a65ae5665e5ef9397f6a3d,cryptography,cryptography,dev,inestable,1,1,1,SAT,388.69980580799165,800.0,800.0,13409.000,478985.000,,,
cd72a64e1b857fd30b9ec831cf462bf1,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
ce3b67f829cc3476ba48dcd3bd0cf8ce,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,9253.000,31200.000,,,
cf3e3966cab271572496706623621db1,cryptography,cryptography,test,trivial,1,1,3,SAT,3.203184796991991,3.205072253011167,3.324647779983934,,,,,
d45ce74aa51bf078725a22d8f4b5f253,cryptography,cryptography,dev,trivial,1,1,3,SAT,0.1584896819840651,0.1705301649926696,0.2149830460257362,7089.000,121197.000,,,
d6225b558573881fef17b6f64f4bf044,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
d625797aa7f4cb74b1f8960c5ea1a2c3,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
d7c70bef991df85822145b9457127cea,cryptography,cryptography,test,trivial,1,1,3,SAT,3.302416825987166,3.3728465129970573,4.514902472001268,,,,,
d88baaa735c644728b0d0cb3f015708b,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
d8c6caa9a5ecf5ba05e3d4de66ae7972,cryptography,cryptography,test,media,1,1,3,SAT,141.00445428601233,279.0205018009874,377.4528601979837,76943.000,245006.000,,,
d8c7a5f2584b8b08e53fcc7cb04f9a34,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
d8e9d33780aa854af40e47c5bb86b2f6,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
d9042de56b5a0ee763ad7f9629aa52f8,cryptography,cryptography,test,dura,1,1,0,,800.0,800.0,800.0,,,,,
dc306e55bbd71adf6e14a7e3e0aa8b4a,cryptography,cryptography,dev,dura,1,1,0,,800.0,800.0,800.0,,,,,
ddfd170730b58b283d98518477b52fe5,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
de1210fbecfa61933543adc384a62bcb,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
de3aeb3e027567f5922246d620724d90,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,9534.000,73676.000,,,
e0bf26a7527cd162c7d3016d4b2ab9fb,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
eba7f569a9faed0b8e88ce3d6fa576f7,cryptography,cryptography,test,facil,1,1,3,SAT,35.04053914101678,51.164703051006654,55.02418844398926,,,,,
ecca77b5350eca6a4323edd5b38208c6,cryptography,cryptography,dev,media,1,1,3,SAT,83.25259913300397,119.849600068992,183.9592158659944,4288.000,132576.000,,,
ef7a2dffe0d26978d3604ad32695690b,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
efa17f27e70e8de7f3f5f8a35b037b99,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
f14372638fc9cccd940df1aacc5aa879,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
f24dbbdcac17bcbaeb187c03e11bdf49,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
f35598a7f825266b848022f07fd71e7f,cryptography,cryptography,test,dura,1,1,0,,800.0,800.0,800.0,,,,,
f386dcf0146780dbe494e0723f8d6145,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
f42ff899418dfff5c9c7c958b2a09177,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
f46e3fe5b0e876a56e954df52cf51d1e,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
f57f9b3e3eb5fb8fea5ebde6f8ae8820,cryptography,cryptography,dev,dura,1,1,0,,800.0,800.0,800.0,,,,,
f640e39db9ae2d1da0f1212dae34f424,cryptography,cryptography,test,dura,1,1,0,,800.0,800.0,800.0,,,,,
f65e6b35a8aeb517edca599b8ad1d443,cryptography,cryptography,dev,media,1,1,3,SAT,40.21461617798195,68.76389131098404,263.200015282986,,,,,
f6e17b4abfa8ea9b89899525baf5e253,cryptography,cryptography,test,dura,1,1,0,,800.0,800.0,800.0,,,,,
f74506246cab3ad1ce2945b420d159c2,cryptography,cryptography,test,trivial,1,1,3,SAT,0.215977019019192,0.2370539310213644,0.5155097430106252,15233.000,211949.000,,,
f86dad4ba35369eb720a0c9ddc45037a,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
fb694693d0473af837923f9b77aac412,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,37633.000,618749.000,,,
fb8870796ae73ec7998376bda529f6b1,cryptography,cryptography,dev,dura,1,1,0,,800.0,800.0,800.0,,,,,
fbc694fc1c89942c03419264d204185c,cryptography,cryptography,dev,dura,1,1,0,,800.0,800.0,800.0,,,,,
fbd5ec01130c1799011f6c7cab30fc85,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
fcaaac300114a140238922fc8d87453c,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,,,,,
fcfefd89b9c39178f7f0589deb1c36a2,cryptography,cryptography,test,dura,1,1,0,,800.0,800.0,800.0,37633.000,618749.000,,,
fdfd862e436bad8217d2d7c5625d1d16,cryptography,cryptography,reserva,sin-ref,1,0,,,,,,13408.000,478488.000,,,
fe6c4ae7ffa9af61ca62caf3cd2d1ec1,cryptography,cryptography,dev,dura,1,1,0,,800.0,800.0,800.0,,,,,
ff6b6ad55c0dffe034bc8daa9129ff1d,cryptography,cryptography,excluida,sin-ref,0,0,,,,,,,,,,
ffc6478580fa7b48bfe3f7c7097accf0,cryptography,cryptography,test,dura,1,1,0,,800.0,800.0,800.0,,,,,
008e7716c69009090ff6bd0048dc55f8,hardware-verification,hardware-verification,dev,facil,1,1,3,UNSAT,57.02598095299618,75.2227528709991,77.0142474940003,,,,,
01225987412b6f8423cc68be93385f6e,hardware-verification,hardware-verification,dev,dura,1,1,0,,800.0,800.0,800.0,,,,,
01243b47967a3d012ea22e993355c833,hardware-verification,hardware-verification,excluida,sin-ref,0,0,,,,,,,,,,
01dd5feb463fa80f73809718f6ff735b,hardware-verification,hardware-verification,test,dura,1,1,0,,800.0,800.0,800.0,,,,,
02009b14e291072e12a5b27dffdf5a7b,hardware-verification,hardware-verification,excluida,sin-ref,0,0,,,,,,,,,,
021686368317a35103f1f671f783d958,hardware-verification,hardware-verification,excluida,danada,0,0,,,,,,,,,,
02609dfe236c0c2beeac79e61cbe6151,hardware-verification,hardware-verification,excluida,danada,0,0,,,,,,,,,,
03083b81684212efcf3f415df0127130,hardware-verification,hardware-verification,excluida,sin-ref,0,0,,,,,,,,,,
05680de3febd39916e496dd772cb8c19,hardware-verification,hardware-verification,reserva,sin-ref,1,0,,,,,,,,,,
06b27debc937e605bb3198297d4ccaf1,hardware-verification,hardware-verification,reserva,sin-ref,1,0,,,,,,,,,,
06e997650b24ac5b5f87c1c64f4a5dcb,hardware-verification,hardware-verification,dev,trivial,1,1,3,UNSAT,1.8880379940019336,2.07517631900555,2.108145874000911,486400.000,1412178.000,,,
0aaca2f750b30e7b500b149999022ae8,hardware-verification,hardware-verification,reserva,sin-ref,1,0,,,,,,,,,,
0acbab472c9386683c07f7a3ec214be3,hardware-verification,hardware-verification,reserva,sin-ref,1,0,,,,,,,,,,
0bfe8bb459031e17646c7a15cc9265e8,hardware-verification,hardware-verification,reserva,sin-ref,1,0,,,,,,,,,,
0cca2c91974f5ad8064965cd97bcea74,hardware-verification,hardware-verification,reserva,sin-ref,1,0,,,,,,,,,,
0d32d1684e3bf275566925e996ee525b,hardware-verification,hardware-verification,test,facil,1,1,3,SAT,8.961527236999245,10.30069246700441,13.33917456799827,,,,,
0e5473ee6c2085b34c798f23fbebc08e,hardware-verification,hardware-verification,dev,media,1,1,3,UNSAT,287.8675863410026,290.74544480199984,311.3293379950046,,,,,
0e5a211e7c3d52b6cbede3fef45f4f3a,hardware-verification,hardware-verification,reserva,sin-ref,1,0,,,,,,5356.000,89506.000,,,
123f20f98b8ceea5bb6a17bc0189f52e,hardware-verification,hardware-verification,test,facil,1,1,3,UNSAT,16.506372339004884,18.54975064899918,18.710165857999527,,,,,
12cd0c3196589ac8105653cbfe613fc6,hardware-verification,hardware-verification,reserva,sin-ref,1,0,,,,,,,,,,
142d58c9e9d4f66ef43a1ba97a7ed3aa,hardware-verification,hardware-verification,dev,facil,1,1,3,SAT,14.367400823000937,23.957571967999684,26.7010492240006,,,,,
14e979e1360191196b871ec8c53fe8bc,hardware-verification,hardware-verification,reserva,sin-ref,1,0,,,,,,,,,,
15190f252ac286e5d8c479ce342272f3,hardware-verification,hardware-verification,reserva,sin-ref,1,0,,,,,,,,,,
1528eb6d52af13c24177d4b4dcc3621e,hardware-verification,hardware-verification,dev,dura,1,1,0,,800.0,800.0,800.0,,,,,
15749785b7435c5c3aa4d99022a90aed,hardware-verification,hardware-verification,reserva,sin-ref,1,0,,,,,,,,,,
1591e8fcf2c06b0e72390027c2ae11ef,hardware-verification,hardware-verification,reserva,sin-ref,1,0,,,,,,183371.000,547078.000,,,
15a83459f3d2ee86944bf12f96e0002c,hardware-verification,hardware-verification,reserva,sin-ref,1,0,,,,,,265398.000,1053961.000,,,
16df9b08c78189e7ce5db809fd872d13,hardware-verification,hardware-verification,reserva,sin-ref,1,0,,,,,,18878.000,216156.000,,,
1710ba66b2b28bc6a8b0bf1337330a9c,hardware-verification,hardware-verification,reserva,sin-ref,1,0,,,,,,27846.000,538853.000,,,
1864e7c8a5cb5854e5933bae9f17f636,hardware-verification,hardware-verification,reserva,sin-ref,1,0,,,,,,,,,,
19308e66f43a54e66e9ea9c9cbfd2c5d,hardware-verification,hardware-verification,dev,trivial,1,1,3,UNSAT,3.0191867300018203,3.425949683994986,3.851488480999251,,,,,
1a54d40df8c785978f943b19a073f498,hardware-verification,hardware-verification,test,media,1,1,3,UNSAT,148.52329669599567,203.7063525260019,210.26873118200456,,,,,
1b03ec4f0dbdfc0ad208c315f08197ea,hardware-verification,hardware-verification,dev,dura,1,1,0,,800.0,800.0,800.0,,,,,
1bda13dc3f81e34d66e3987011d23edf,hardware-verification,hardware-verification,reserva,sin-ref,1,0,,,,,,,,,,
1c75c324c67bd3d1017b9445047fac73,hardware-verification,hardware-verification,dev,media,1,1,3,UNSAT,264.8931521720005,300.6195961560006,333.8551255159982,,,,,
1d884c436577868fdcb7913394e23d38,hardware-verification,hardware-verification,excluida,sin-ref,0,0,,,,,,,,,,
1de53f8041472f3682ac15f8d282abc7,hardware-verification,hardware-verification,reserva,sin-ref,1,0,,,,,,,,,,
1e3bc16711797a3757873f6768a50bf9,hardware-verification,hardware-verification,excluida,danada,0,0,,,,,,,,,,
1fd84cdc6a0f7b2aee1cb2be393b9b04,hardware-verification,hardware-verification,reserva,sin-ref,1,0,,,,,,,,,,
2094741e84d03f957cd3a627f3a289e2,hardware-verification,hardware-verification,reserva,sin-ref,1,0,,,,,,,,,,
21740843d60acdfd70276cdfd634bebe,hardware-verification,hardware-verification,excluida,sin-ref,0,0,,,,,,,,,,
227bc0e707ddf8387605787bba84eb9c,hardware-verification,hardware-verification,excluida,sin-ref,0,0,,,,,,,,,,
2283d9428f6f80339dd167727eff82ba,hardware-verification,hardware-verification,reserva,sin-ref,1,0,,,,,,,,,,
229902fd290825f37fd2d80fb46ad94a,hardware-verification,hardware-verification,reserva,sin-ref,1,0,,,,,,,,,,
231be1a0ebcd7547804271515a257e93,hardware-verification,hardware-verification,reserva,sin-ref,1,0,,,,,,173479.000,514267.000,,,
238ac19e2323131e3e64e24de08edda6,hardware-verification,hardware-verification,test,media,1,1,3,UNSAT,224.4357537299948,260.9982598360002,533.7948524390013,,,,,
24085934701c1459db776550a3584376,hardware-verification,hardware-verification,excluida,danada,0,0,,,,,,,,,,
26699963c6073018bb80602b0f207574,hardware-verification,hardware-verification,excluida,sin-ref,0,0,,,,,,,,,,
266eb88975be72196f5bc82f371464c1,hardware-verification,hardware-verification,dev,facil,1,1,3,UNSAT,41.22543503299676,50.35404692299926,57.741519472998334,,,,,
267b5d6528c2afb5bc9ccc4d2151f110,hardware-verification,hardware-verification,reserva,sin-ref,1,0,,,,,,,,,,
2867ddc744fd8472628880c49a1c8931,hardware-verification,hardware-verification,reserva,sin-ref,1,0,,,,,,4583.000,41704.000,,,
288093fb8e940d222048b82fa4d3d39c,hardware-verification,hardware-verification,reserva,sin-ref,1,0,,,,,,,,,,
2990a988ad038b3042c99ae04fe67aa2,hardware-verification,hardware-verification,excluida,danada,0,0,,,,,,,,,,
29cdfa5d3fa13d709b509d8194f5e1da,hardware-verification,hardware-verification,test,facil,1,1,3,SAT,31.39981295399776,32.401693795996835,67.3170733569932,,,,,
2b1e5d364a185c3b87130064694dabe5,hardware-verification,hardware-verification,test,media,1,1,3,SAT,253.9624807299988,406.9157104639962,414.0914838340032,,,,,
2c99d11353db6e6ba0768ccb9951379b,hardware-verification,hardware-verification,excluida,danada,0,0,,,,,,,,,,
2ca82d36bf188d2078831a1e82e9aac0,hardware-verification,hardware-verification,reserva,sin-ref,1,0,,,,,,,,,,
302a54a4763dbe1c0c09414311b37e4a,hardware-verification,hardware-verification,reserva,sin-ref,1,0,,,,,,,,,,
318c711fcd004ffce67b958b200fe04e,hardware-verification,hardware-verification,excluida,danada,0,0,,,,,,,,,,
33bc7daf6c398d1577e904833e889e33,hardware-verification,hardware-verification,excluida,danada,0,0,,,,,,,,,,
341c4f501ceb036a1ff19f653986cf04,hardware-verification,hardware-verification,dev,trivial,1,1,3,UNSAT,3.6849782149947714,4.12090183699911,4.9606655899988255,,,,,
34d6e19fd57e7d586925b622f95cf4d4,hardware-verification,hardware-verification,dev,facil,1,1,3,UNSAT,16.95381061799708,19.626559848002216,20.727049913999508,15728.000,46914.000,,,
